algo1,taille1,temps1,f1,rapport1,algo2,taille2,temps2,f2,rapport2,algo3,taille3,temps3,f3,rapport3
conv ,32,0.4973,16786.33899,2.96E-05,strassen ,32,128.228,16786.33899,7.64E-03,strassenAvecLimite ,32,0.8743,16786.33899,5.21E-05
conv ,32,1.4755,16786.33899,8.79E-05,strassen ,32,111.178,16786.33899,6.62E-03,strassenAvecLimite ,32,0.9005,16786.33899,5.36E-05
conv ,32,0.5166,16786.33899,3.08E-05,strassen ,32,110.853,16786.33899,6.60E-03,strassenAvecLimite ,32,0.9571,16786.33899,5.70E-05
conv ,32,0.5237,16786.33899,3.12E-05,strassen ,32,128.911,16786.33899,7.68E-03,strassenAvecLimite ,32,0.8826,16786.33899,5.26E-05
conv ,32,0.6082,16786.33899,3.62E-05,strassen ,32,100.227,16786.33899,5.97E-03,strassenAvecLimite ,32,0.8792,16786.33899,5.24E-05
conv ,32,0.4862,16786.33899,2.90E-05,strassen ,32,140.968,16786.33899,8.40E-03,strassenAvecLimite ,32,0.8248,16786.33899,4.91E-05
conv ,32,0.5485,16786.33899,3.27E-05,strassen ,32,113.458,16786.33899,6.76E-03,strassenAvecLimite ,32,0.8111,16786.33899,4.83E-05
conv ,32,0.5349,16786.33899,3.19E-05,strassen ,32,121.447,16786.33899,7.23E-03,strassenAvecLimite ,32,0.9166,16786.33899,5.46E-05
conv ,32,0.5441,16786.33899,3.24E-05,strassen ,32,122.084,16786.33899,7.27E-03,strassenAvecLimite ,32,0.9711,16786.33899,5.79E-05
conv ,32,0.4746,16786.33899,2.83E-05,strassen ,32,114.834,16786.33899,6.84E-03,strassenAvecLimite ,32,0.9649,16786.33899,5.75E-05
conv ,32,0.5564,16786.33899,3.31E-05,strassen ,32,117.356,16786.33899,6.99E-03,strassenAvecLimite ,32,1.0066,16786.33899,6.00E-05
conv ,32,0.5749,16786.33899,3.42E-05,strassen ,32,119.269,16786.33899,7.11E-03,strassenAvecLimite ,32,0.9203,16786.33899,5.48E-05
conv ,32,0.5736,16786.33899,3.42E-05,strassen ,32,146.357,16786.33899,8.72E-03,strassenAvecLimite ,32,0.8499,16786.33899,5.06E-05
conv ,32,0.4916,16786.33899,2.93E-05,strassen ,32,127.253,16786.33899,7.58E-03,strassenAvecLimite ,32,0.8698,16786.33899,5.18E-05
conv ,32,0.4864,16786.33899,2.90E-05,strassen ,32,107.025,16786.33899,6.38E-03,strassenAvecLimite ,32,0.8519,16786.33899,5.07E-05
conv ,32,0.5216,16786.33899,3.11E-05,strassen ,32,131.571,16786.33899,7.84E-03,strassenAvecLimite ,32,0.9647,16786.33899,5.75E-05
conv ,32,0.5321,16786.33899,3.17E-05,strassen ,32,110.596,16786.33899,6.59E-03,strassenAvecLimite ,32,0.8847,16786.33899,5.27E-05
conv ,32,0.6644,16786.33899,3.96E-05,strassen ,32,128.522,16786.33899,7.66E-03,strassenAvecLimite ,32,0.8414,16786.33899,5.01E-05
conv ,32,0.5478,16786.33899,3.26E-05,strassen ,32,109.243,16786.33899,6.51E-03,strassenAvecLimite ,32,0.84,16786.33899,5.00E-05
conv ,32,0.5141,16786.33899,3.06E-05,strassen ,32,111.672,16786.33899,6.65E-03,strassenAvecLimite ,32,0.8612,16786.33899,5.13E-05
conv ,32,0.4793,16786.33899,2.86E-05,strassen ,32,110.445,16786.33899,6.58E-03,strassenAvecLimite ,32,0.9166,16786.33899,5.46E-05
conv ,32,0.5181,16786.33899,3.09E-05,strassen ,32,111.673,16786.33899,6.65E-03,strassenAvecLimite ,32,0.835,16786.33899,4.97E-05
conv ,32,0.5048,16786.33899,3.01E-05,strassen ,32,125.85,16786.33899,7.50E-03,strassenAvecLimite ,32,0.8455,16786.33899,5.04E-05
conv ,32,0.4887,16786.33899,2.91E-05,strassen ,32,111.833,16786.33899,6.66E-03,strassenAvecLimite ,32,0.8438,16786.33899,5.03E-05
conv ,32,0.5875,16786.33899,3.50E-05,strassen ,32,110.794,16786.33899,6.60E-03,strassenAvecLimite ,32,0.9607,16786.33899,5.72E-05
conv ,32,0.5472,16786.33899,3.26E-05,strassen ,32,129.605,16786.33899,7.72E-03,strassenAvecLimite ,32,0.8721,16786.33899,5.20E-05
conv ,32,0.5257,16786.33899,3.13E-05,strassen ,32,103.942,16786.33899,6.19E-03,strassenAvecLimite ,32,0.8351,16786.33899,4.97E-05
conv ,32,0.5669,16786.33899,3.38E-05,strassen ,32,132.901,16786.33899,7.92E-03,strassenAvecLimite ,32,0.8,16786.33899,4.77E-05
conv ,32,0.5448,16786.33899,3.25E-05,strassen ,32,115.923,16786.33899,6.91E-03,strassenAvecLimite ,32,1.067,16786.33899,6.36E-05
conv ,32,0.5221,16786.33899,3.11E-05,strassen ,32,161.569,16786.33899,9.63E-03,strassenAvecLimite ,32,0.9099,16786.33899,5.42E-05
conv ,32,0.4688,16786.33899,2.79E-05,strassen ,32,120.868,16786.33899,7.20E-03,strassenAvecLimite ,32,0.8725,16786.33899,5.20E-05
conv ,32,0.5285,16786.33899,3.15E-05,strassen ,32,120.929,16786.33899,7.20E-03,strassenAvecLimite ,32,0.7834,16786.33899,4.67E-05
conv ,32,0.5145,16786.33899,3.06E-05,strassen ,32,115.575,16786.33899,6.89E-03,strassenAvecLimite ,32,0.8348,16786.33899,4.97E-05
conv ,32,0.5244,16786.33899,3.12E-05,strassen ,32,98.8125,16786.33899,5.89E-03,strassenAvecLimite ,32,1.1885,16786.33899,7.08E-05
conv ,32,0.5042,16786.33899,3.00E-05,strassen ,32,122.082,16786.33899,7.27E-03,strassenAvecLimite ,32,0.9614,16786.33899,5.73E-05
conv ,32,0.5978,16786.33899,3.56E-05,strassen ,32,100.693,16786.33899,6.00E-03,strassenAvecLimite ,32,0.8149,16786.33899,4.85E-05
conv ,32,0.5656,16786.33899,3.37E-05,strassen ,32,108.112,16786.33899,6.44E-03,strassenAvecLimite ,32,0.892,16786.33899,5.31E-05
conv ,32,0.5109,16786.33899,3.04E-05,strassen ,32,130.057,16786.33899,7.75E-03,strassenAvecLimite ,32,0.8838,16786.33899,5.26E-05
conv ,32,0.4677,16786.33899,2.79E-05,strassen ,32,109.59,16786.33899,6.53E-03,strassenAvecLimite ,32,0.8887,16786.33899,5.29E-05
conv ,32,0.4681,16786.33899,2.79E-05,strassen ,32,115.472,16786.33899,6.88E-03,strassenAvecLimite ,32,0.9818,16786.33899,5.85E-05
conv ,32,0.8177,16786.33899,4.87E-05,strassen ,32,125.289,16786.33899,7.46E-03,strassenAvecLimite ,32,0.8742,16786.33899,5.21E-05
conv ,32,0.5463,16786.33899,3.25E-05,strassen ,32,114.904,16786.33899,6.85E-03,strassenAvecLimite ,32,0.8363,16786.33899,4.98E-05
conv ,32,0.5501,16786.33899,3.28E-05,strassen ,32,119.356,16786.33899,7.11E-03,strassenAvecLimite ,32,0.8039,16786.33899,4.79E-05
conv ,32,1.0303,16786.33899,6.14E-05,strassen ,32,152.232,16786.33899,9.07E-03,strassenAvecLimite ,32,0.882,16786.33899,5.25E-05
conv ,32,0.5179,16786.33899,3.09E-05,strassen ,32,115.408,16786.33899,6.88E-03,strassenAvecLimite ,32,0.8613,16786.33899,5.13E-05
conv ,32,0.54,16786.33899,3.22E-05,strassen ,32,103.439,16786.33899,6.16E-03,strassenAvecLimite ,32,1.0008,16786.33899,5.96E-05
conv ,32,0.5256,16786.33899,3.13E-05,strassen ,32,113.878,16786.33899,6.78E-03,strassenAvecLimite ,32,0.8858,16786.33899,5.28E-05
conv ,32,0.5773,16786.33899,3.44E-05,strassen ,32,116.548,16786.33899,6.94E-03,strassenAvecLimite ,32,0.9327,16786.33899,5.56E-05
conv ,32,0.492,16786.33899,2.93E-05,strassen ,32,116.601,16786.33899,6.95E-03,strassenAvecLimite ,32,0.8742,16786.33899,5.21E-05
conv ,32,0.4584,16786.33899,2.73E-05,strassen ,32,110.556,16786.33899,6.59E-03,strassenAvecLimite ,32,0.7983,16786.33899,4.76E-05
conv ,32,0.524,16786.33899,3.12E-05,strassen ,32,114.772,16786.33899,6.84E-03,strassenAvecLimite ,32,0.9132,16786.33899,5.44E-05
conv ,64,3.5654,117475.4688,3.04E-05,strassen ,64,813.269,117475.4688,6.92E-03,strassenAvecLimite ,64,8.1012,117475.4688,6.90E-05
conv ,64,3.9797,117475.4688,3.39E-05,strassen ,64,830.429,117475.4688,7.07E-03,strassenAvecLimite ,64,6.9513,117475.4688,5.92E-05
conv ,64,3.741,117475.4688,3.18E-05,strassen ,64,825.866,117475.4688,7.03E-03,strassenAvecLimite ,64,6.0037,117475.4688,5.11E-05
conv ,64,5.5667,117475.4688,4.74E-05,strassen ,64,816.101,117475.4688,6.95E-03,strassenAvecLimite ,64,6.1414,117475.4688,5.23E-05
conv ,64,4.0789,117475.4688,3.47E-05,strassen ,64,791.74,117475.4688,6.74E-03,strassenAvecLimite ,64,5.4675,117475.4688,4.65E-05
conv ,64,3.5292,117475.4688,3.00E-05,strassen ,64,799.748,117475.4688,6.81E-03,strassenAvecLimite ,64,5.1675,117475.4688,4.40E-05
conv ,64,4.1364,117475.4688,3.52E-05,strassen ,64,799.221,117475.4688,6.80E-03,strassenAvecLimite ,64,5.6915,117475.4688,4.84E-05
conv ,64,4.2972,117475.4688,3.66E-05,strassen ,64,765.076,117475.4688,6.51E-03,strassenAvecLimite ,64,6.7923,117475.4688,5.78E-05
conv ,64,3.612,117475.4688,3.07E-05,strassen ,64,825.349,117475.4688,7.03E-03,strassenAvecLimite ,64,7.0086,117475.4688,5.97E-05
conv ,64,3.5662,117475.4688,3.04E-05,strassen ,64,814.064,117475.4688,6.93E-03,strassenAvecLimite ,64,5.8469,117475.4688,4.98E-05
conv ,64,3.959,117475.4688,3.37E-05,strassen ,64,789.49,117475.4688,6.72E-03,strassenAvecLimite ,64,5.547,117475.4688,4.72E-05
conv ,64,3.5638,117475.4688,3.03E-05,strassen ,64,768.484,117475.4688,6.54E-03,strassenAvecLimite ,64,6.1876,117475.4688,5.27E-05
conv ,64,5.0177,117475.4688,4.27E-05,strassen ,64,828.518,117475.4688,7.05E-03,strassenAvecLimite ,64,6.4108,117475.4688,5.46E-05
conv ,64,4.2887,117475.4688,3.65E-05,strassen ,64,782.174,117475.4688,6.66E-03,strassenAvecLimite ,64,6.5703,117475.4688,5.59E-05
conv ,64,4.8283,117475.4688,4.11E-05,strassen ,64,807.189,117475.4688,6.87E-03,strassenAvecLimite ,64,7.7899,117475.4688,6.63E-05
conv ,64,4.548,117475.4688,3.87E-05,strassen ,64,797.548,117475.4688,6.79E-03,strassenAvecLimite ,64,6.9847,117475.4688,5.95E-05
conv ,64,3.9035,117475.4688,3.32E-05,strassen ,64,841.515,117475.4688,7.16E-03,strassenAvecLimite ,64,6.4356,117475.4688,5.48E-05
conv ,64,3.7461,117475.4688,3.19E-05,strassen ,64,824.114,117475.4688,7.02E-03,strassenAvecLimite ,64,6.6823,117475.4688,5.69E-05
conv ,64,3.5307,117475.4688,3.01E-05,strassen ,64,820.427,117475.4688,6.98E-03,strassenAvecLimite ,64,7.2596,117475.4688,6.18E-05
conv ,64,6.0785,117475.4688,5.17E-05,strassen ,64,828.106,117475.4688,7.05E-03,strassenAvecLimite ,64,6.4482,117475.4688,5.49E-05
conv ,64,6.0944,117475.4688,5.19E-05,strassen ,64,823.561,117475.4688,7.01E-03,strassenAvecLimite ,64,7.8485,117475.4688,6.68E-05
conv ,64,3.3394,117475.4688,2.84E-05,strassen ,64,817.192,117475.4688,6.96E-03,strassenAvecLimite ,64,6.6757,117475.4688,5.68E-05
conv ,64,4.3343,117475.4688,3.69E-05,strassen ,64,820.472,117475.4688,6.98E-03,strassenAvecLimite ,64,6.2083,117475.4688,5.28E-05
conv ,64,4.454,117475.4688,3.79E-05,strassen ,64,863.077,117475.4688,7.35E-03,strassenAvecLimite ,64,5.8342,117475.4688,4.97E-05
conv ,64,3.4727,117475.4688,2.96E-05,strassen ,64,806.964,117475.4688,6.87E-03,strassenAvecLimite ,64,5.7612,117475.4688,4.90E-05
conv ,64,3.3903,117475.4688,2.89E-05,strassen ,64,768.821,117475.4688,6.54E-03,strassenAvecLimite ,64,7.6145,117475.4688,6.48E-05
conv ,64,3.7584,117475.4688,3.20E-05,strassen ,64,810.872,117475.4688,6.90E-03,strassenAvecLimite ,64,7.3786,117475.4688,6.28E-05
conv ,64,4.1039,117475.4688,3.49E-05,strassen ,64,843.641,117475.4688,7.18E-03,strassenAvecLimite ,64,6.9938,117475.4688,5.95E-05
conv ,64,4.8241,117475.4688,4.11E-05,strassen ,64,795.269,117475.4688,6.77E-03,strassenAvecLimite ,64,6.4265,117475.4688,5.47E-05
conv ,64,3.5663,117475.4688,3.04E-05,strassen ,64,836.251,117475.4688,7.12E-03,strassenAvecLimite ,64,6.355,117475.4688,5.41E-05
conv ,64,4.1457,117475.4688,3.53E-05,strassen ,64,826.014,117475.4688,7.03E-03,strassenAvecLimite ,64,6.9555,117475.4688,5.92E-05
conv ,64,4.3086,117475.4688,3.67E-05,strassen ,64,743.923,117475.4688,6.33E-03,strassenAvecLimite ,64,7.2608,117475.4688,6.18E-05
conv ,64,12.2461,117475.4688,1.04E-04,strassen ,64,836.511,117475.4688,7.12E-03,strassenAvecLimite ,64,6.468,117475.4688,5.51E-05
conv ,64,3.732,117475.4688,3.18E-05,strassen ,64,802.873,117475.4688,6.83E-03,strassenAvecLimite ,64,6.1051,117475.4688,5.20E-05
conv ,64,4.8456,117475.4688,4.12E-05,strassen ,64,791.896,117475.4688,6.74E-03,strassenAvecLimite ,64,6.5892,117475.4688,5.61E-05
conv ,64,3.5902,117475.4688,3.06E-05,strassen ,64,807.268,117475.4688,6.87E-03,strassenAvecLimite ,64,6.4484,117475.4688,5.49E-05
conv ,64,3.8823,117475.4688,3.30E-05,strassen ,64,820.995,117475.4688,6.99E-03,strassenAvecLimite ,64,6.2644,117475.4688,5.33E-05
conv ,64,3.7391,117475.4688,3.18E-05,strassen ,64,807.754,117475.4688,6.88E-03,strassenAvecLimite ,64,6.1266,117475.4688,5.22E-05
conv ,64,3.4597,117475.4688,2.95E-05,strassen ,64,791.993,117475.4688,6.74E-03,strassenAvecLimite ,64,6.5855,117475.4688,5.61E-05
conv ,64,3.9223,117475.4688,3.34E-05,strassen ,64,814.76,117475.4688,6.94E-03,strassenAvecLimite ,64,6.3136,117475.4688,5.37E-05
conv ,64,3.7139,117475.4688,3.16E-05,strassen ,64,827.747,117475.4688,7.05E-03,strassenAvecLimite ,64,6.5597,117475.4688,5.58E-05
conv ,64,3.7304,117475.4688,3.18E-05,strassen ,64,811.477,117475.4688,6.91E-03,strassenAvecLimite ,64,6.6385,117475.4688,5.65E-05
conv ,64,4.6955,117475.4688,4.00E-05,strassen ,64,824.042,117475.4688,7.01E-03,strassenAvecLimite ,64,6.5595,117475.4688,5.58E-05
conv ,64,4.5061,117475.4688,3.84E-05,strassen ,64,819.788,117475.4688,6.98E-03,strassenAvecLimite ,64,6.8543,117475.4688,5.83E-05
conv ,64,3.6697,117475.4688,3.12E-05,strassen ,64,807.476,117475.4688,6.87E-03,strassenAvecLimite ,64,7.4249,117475.4688,6.32E-05
conv ,64,3.9066,117475.4688,3.33E-05,strassen ,64,741.543,117475.4688,6.31E-03,strassenAvecLimite ,64,6.6617,117475.4688,5.67E-05
conv ,64,4.6497,117475.4688,3.96E-05,strassen ,64,758.343,117475.4688,6.46E-03,strassenAvecLimite ,64,7.8442,117475.4688,6.68E-05
conv ,64,3.8926,117475.4688,3.31E-05,strassen ,64,799.541,117475.4688,6.81E-03,strassenAvecLimite ,64,7.8216,117475.4688,6.66E-05
conv ,64,3.9203,117475.4688,3.34E-05,strassen ,64,829.459,117475.4688,7.06E-03,strassenAvecLimite ,64,6.6197,117475.4688,5.63E-05
conv ,64,3.9149,117475.4688,3.33E-05,strassen ,64,776.479,117475.4688,6.61E-03,strassenAvecLimite ,64,8.231,117475.4688,7.01E-05
conv ,64,3.7113,117475.4688,3.16E-05,strassen ,64,807.978,117475.4688,6.88E-03,strassenAvecLimite ,64,6.698,117475.4688,5.70E-05
conv ,64,3.539,117475.4688,3.01E-05,strassen ,64,783.139,117475.4688,6.67E-03,strassenAvecLimite ,64,6.3896,117475.4688,5.44E-05
conv ,64,3.8044,117475.4688,3.24E-05,strassen ,64,740.983,117475.4688,6.31E-03,strassenAvecLimite ,64,6.1395,117475.4688,5.23E-05
conv ,64,3.6105,117475.4688,3.07E-05,strassen ,64,802.201,117475.4688,6.83E-03,strassenAvecLimite ,64,6.8742,117475.4688,5.85E-05
conv ,64,4.209,117475.4688,3.58E-05,strassen ,64,775.568,117475.4688,6.60E-03,strassenAvecLimite ,64,7.2145,117475.4688,6.14E-05
conv ,64,3.6097,117475.4688,3.07E-05,strassen ,64,780.689,117475.4688,6.65E-03,strassenAvecLimite ,64,7.509,117475.4688,6.39E-05
conv ,64,4.0205,117475.4688,3.42E-05,strassen ,64,760.532,117475.4688,6.47E-03,strassenAvecLimite ,64,7.3452,117475.4688,6.25E-05
conv ,64,4.4244,117475.4688,3.77E-05,strassen ,64,817.294,117475.4688,6.96E-03,strassenAvecLimite ,64,6.2578,117475.4688,5.33E-05
conv ,64,4.4435,117475.4688,3.78E-05,strassen ,64,821.504,117475.4688,6.99E-03,strassenAvecLimite ,64,6.6066,117475.4688,5.62E-05
conv ,64,3.7485,117475.4688,3.19E-05,strassen ,64,793.504,117475.4688,6.75E-03,strassenAvecLimite ,64,8.2842,117475.4688,7.05E-05
conv ,64,3.7502,117475.4688,3.19E-05,strassen ,64,816.386,117475.4688,6.95E-03,strassenAvecLimite ,64,6.7087,117475.4688,5.71E-05
conv ,64,3.7339,117475.4688,3.18E-05,strassen ,64,810.432,117475.4688,6.90E-03,strassenAvecLimite ,64,6.7064,117475.4688,5.71E-05
conv ,64,4.3064,117475.4688,3.67E-05,strassen ,64,741.174,117475.4688,6.31E-03,strassenAvecLimite ,64,6.7463,117475.4688,5.74E-05
conv ,64,3.9115,117475.4688,3.33E-05,strassen ,64,779.687,117475.4688,6.64E-03,strassenAvecLimite ,64,7.7945,117475.4688,6.64E-05
conv ,64,3.579,117475.4688,3.05E-05,strassen ,64,845.929,117475.4688,7.20E-03,strassenAvecLimite ,64,6.9535,117475.4688,5.92E-05
conv ,64,4.0905,117475.4688,3.48E-05,strassen ,64,821.322,117475.4688,6.99E-03,strassenAvecLimite ,64,6.6644,117475.4688,5.67E-05
conv ,64,4.1502,117475.4688,3.53E-05,strassen ,64,791.788,117475.4688,6.74E-03,strassenAvecLimite ,64,5.9705,117475.4688,5.08E-05
conv ,64,3.8267,117475.4688,3.26E-05,strassen ,64,813.928,117475.4688,6.93E-03,strassenAvecLimite ,64,8.0789,117475.4688,6.88E-05
conv ,64,3.992,117475.4688,3.40E-05,strassen ,64,809.246,117475.4688,6.89E-03,strassenAvecLimite ,64,7.0633,117475.4688,6.01E-05
conv ,64,3.6679,117475.4688,3.12E-05,strassen ,64,735.004,117475.4688,6.26E-03,strassenAvecLimite ,64,6.6153,117475.4688,5.63E-05
conv ,64,3.8412,117475.4688,3.27E-05,strassen ,64,812.506,117475.4688,6.92E-03,strassenAvecLimite ,64,7.3407,117475.4688,6.25E-05
conv ,64,3.6652,117475.4688,3.12E-05,strassen ,64,811.951,117475.4688,6.91E-03,strassenAvecLimite ,64,9.3478,117475.4688,7.96E-05
conv ,64,4.3715,117475.4688,3.72E-05,strassen ,64,761.112,117475.4688,6.48E-03,strassenAvecLimite ,64,7.5463,117475.4688,6.42E-05
conv ,64,3.9217,117475.4688,3.34E-05,strassen ,64,769.803,117475.4688,6.55E-03,strassenAvecLimite ,64,6.7782,117475.4688,5.77E-05
conv ,64,4.0391,117475.4688,3.44E-05,strassen ,64,816.87,117475.4688,6.95E-03,strassenAvecLimite ,64,5.973,117475.4688,5.08E-05
conv ,64,3.547,117475.4688,3.02E-05,strassen ,64,782.59,117475.4688,6.66E-03,strassenAvecLimite ,64,6.5907,117475.4688,5.61E-05
conv ,64,4.3743,117475.4688,3.72E-05,strassen ,64,747.778,117475.4688,6.37E-03,strassenAvecLimite ,64,6.3392,117475.4688,5.40E-05
conv ,64,3.8893,117475.4688,3.31E-05,strassen ,64,842.506,117475.4688,7.17E-03,strassenAvecLimite ,64,6.4464,117475.4688,5.49E-05
conv ,64,3.6977,117475.4688,3.15E-05,strassen ,64,795.306,117475.4688,6.77E-03,strassenAvecLimite ,64,13.3412,117475.4688,1.14E-04
conv ,64,4.6369,117475.4688,3.95E-05,strassen ,64,756.964,117475.4688,6.44E-03,strassenAvecLimite ,64,7.502,117475.4688,6.39E-05
conv ,64,4.533,117475.4688,3.86E-05,strassen ,64,834.177,117475.4688,7.10E-03,strassenAvecLimite ,64,6.3724,117475.4688,5.42E-05
conv ,64,3.9155,117475.4688,3.33E-05,strassen ,64,863.164,117475.4688,7.35E-03,strassenAvecLimite ,64,5.9385,117475.4688,5.06E-05
conv ,64,4.1527,117475.4688,3.53E-05,strassen ,64,802.478,117475.4688,6.83E-03,strassenAvecLimite ,64,6.16,117475.4688,5.24E-05
conv ,64,3.8931,117475.4688,3.31E-05,strassen ,64,770.02,117475.4688,6.55E-03,strassenAvecLimite ,64,6.1823,117475.4688,5.26E-05
conv ,64,3.919,117475.4688,3.34E-05,strassen ,64,783.497,117475.4688,6.67E-03,strassenAvecLimite ,64,6.4852,117475.4688,5.52E-05
conv ,64,4.2206,117475.4688,3.59E-05,strassen ,64,810.483,117475.4688,6.90E-03,strassenAvecLimite ,64,6.9732,117475.4688,5.94E-05
conv ,64,4.2077,117475.4688,3.58E-05,strassen ,64,765.734,117475.4688,6.52E-03,strassenAvecLimite ,64,6.5462,117475.4688,5.57E-05
conv ,64,4.1434,117475.4688,3.53E-05,strassen ,64,777.472,117475.4688,6.62E-03,strassenAvecLimite ,64,6.1789,117475.4688,5.26E-05
conv ,64,4.1269,117475.4688,3.51E-05,strassen ,64,795.327,117475.4688,6.77E-03,strassenAvecLimite ,64,6.8315,117475.4688,5.82E-05
conv ,64,4.1879,117475.4688,3.56E-05,strassen ,64,752.485,117475.4688,6.41E-03,strassenAvecLimite ,64,6.3776,117475.4688,5.43E-05
